_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1778924,PAA210447,FORMER MAX & ERMA'S,1910 COCHRAN RD,PITTSBURGH,15220,850,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 2ND FLOOR HALLWAY MASTIC; 1ST FLOOR STORAGE3/LOCKER ROOM FLOOR TILE/MASTIC; PIPE FITTINGS IN VARIOUS AREAS & ESTERIOR WINDOW CAULKING,960,t,2021-07-19,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.3936028167138,-80.0639333150619
1778925,DEM220219,CITY OF MCKEESPORT REGULATED PROPERTY,1401  SUMAC ST,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,NICHOLAS DELPHIA,f,f,2023-10-23,DEM,COMPLETE,40.3438127547648,-79.8409504517554
1778926,DEM220220,CITY OF MCKEESPORT REGULATED PROPERTY,1307  FREEMONT ST,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,KIMBERLY CAMPBELL,f,f,2023-10-23,DEM,COMPLETE,40.3441012493923,-79.8420007827324
1778927,DEM220228,CITY OF MCKEESPORT REGULATED PROPERTY,2314  HIGHLAND AVE,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,KIMBERLY CAMPBELL,f,f,2023-10-23,DEM,COMPLETE,40.3558562939408,-79.8376195811008
1778928,DEM220229,CITY OF MCKEESPORT REGULATED PROPERTY,2214  BOWMAN AVE,MCKEESPORT,15132,,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,KIMBERLY CAMPBELL,f,f,2023-10-23,DEM,COMPLETE,40.3557165162293,-79.8389712524399
1778929,DEM220236,CITY OF MCKEESPORT REGULATED PROPERTY,230  REBECCA ST,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,AARON MAKATURA,f,f,2023-10-23,DEM,COMPLETE,40.3523485745302,-79.8739745487224
1778930,DEM220237,CITY OF MCKEESPORT REGULATED PROPERTY,2926  FREELAND ST,MCKEESPORT,15132,0,,,NO ACM FOUND - DEMOLITION BY TRIFECTA,,f,2022-10-24,2023-10-23,AARON MAKATURA,f,f,2023-10-23,DEM,COMPLETE,40.3472910610314,-79.8418336414609
1778931,DEM190318,VACANT RESIDENCE,547 W 8TH AVE,WEST HOMESTEAD,15120,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM FOUND. DEMOLISH STRUCT AND GRADE LOT,1000,f,2019-11-01,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3994651158978,-79.9206020493508
1778932,DEM210180,CITY OF PITTSBURGH CONTROLLED PROPERTY,6731  DEARY ST,PITTSBURGH,15206,0,921,GRAY WASTE MANAGEMENT CORPORATION,NO ACM IDENTIFIED,,f,2021-10-15,2021-11-15,ELIZABETH LETURGEY,t,f,2021-11-15,DEM,COMPLETE,40.4646120973084,-79.9015732383446
1778933,DEM210181,CITY OF PITTSBURGH CONTROLLED PROPERTY,1557  EDGEBROOK AVE,PITTSBURGH,15226,0,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ACM IDENTIFIED,,f,2021-10-29,2021-11-29,CALI FEENEY,t,f,2021-11-29,DEM,COMPLETE,40.4008812076679,-80.0037150679157
1778934,DEM220100,RESIDENTIAL,529  TINGLEY AVE,BELLEVUE,15202,0,,,NO ACM IDENTIFIED,,f,2022-06-23,2023-06-22,KIMBERLY CAMPBELL,f,f,2023-06-22,DEM,COMPLETE,40.5030648935348,-80.0549937861162
1778935,DEM220148,MUNICIPALITY REGULATED PROPERTY,604  RIDGE AVE,MCKEES ROCKS,15136,0,,,NO ACM IDENTIFIED,,f,2022-08-10,2023-08-09,JOE YAKUBISIN,f,f,2023-08-09,DEM,COMPLETE,40.4735801274764,-80.071026122865
1778936,UND220011,FORMER SOUP DU JOUR,2228 W HARDIES RD,HAMPTON,15044,0,926,"KANE SPECIALTY GROUP, LLC",REMOVE 2ND FLOOR KITCHEN & FLOOR MECHANICAL ROOM SHEET FLOORING & MASTIC,150,t,2022-03-04,2022-03-04,ELIZABETH LETURGEY,f,f,2022-03-04,UND,COMPLETE,40.5943081179564,-79.9699474124586
1778937,UND210095,MUNICIPALITY CONTROLLED PROPERTY,328  6TH ST,MCKEESPORT,15132,0,924,HUNT VALLEY ENVIRONMENTAL,REMOVE 2ND FLOOR KITCHEN FLOOR TILE AND MASTIC,100,f,2021-10-18,2021-12-31,CALI FEENEY,t,f,2021-12-31,UND,COMPLETE,40.3499711554906,-79.8635547777792
1778938,PAA230087,CITIZENS BANK,11 WEST MAIN STREET,CARNEGIE,15106,200,908,"BRISTOL ENVIRONMENTAL, INC.",REMOVE 2ND FLOOR LUNCH ROOM FLOOR TILE & MASTIC,200,,2023-01-23,2023-02-02,JOE YAKUBISIN,t,,,PAA,COMPLETE,40.4057411042568,-80.0891895329549
1778939,PAA190779,2400 SMALLMAN STREET,,PENN HILLS,15239,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE 2ND FLOOR PIPE INSULATION AND FITTINGS,446,f,2019-12-16,2020-12-16,JOE YAKUBISIN,t,f,2020-12-16,PAA,COMPLETE,40.4772347706056,-79.7792751749566
1778940,PAA180539,VACANT BUILDING,3441  FORBES AVE,PITTSBURGH,15213,850,901,"ABMECH ACQUISITIONS, LLC",REMOVE 2X2 CEILING TILE IN BASEMENT & 3RD FL; FLOOR TILE IN BASEMENT; 1ST & 2ND FLS; WIDNOW & DOOR CAULKING & GLAZING FROM FORBES AVE FRONT; 2ND & 3RD FLS; FIRE DOORS IN STAIRWELLS; LOBBIES & 2ND FL; ELECT PANEL & VAULT INS ON 2ND FL; TRANSITE ON 2ND,42177,f,2018-09-17,2018-12-31,JOE YAKUBISIN,t,f,2018-12-31,PAA,COMPLETE,40.4391586335975,-79.9603188291319
1778941,RES220019,RESIDENCE,5910  ALDER ST,PITTSBURGH,15232,0,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE 3RD FLOOR FLOOR TILE,640,t,2022-03-17,2022-04-15,ELIZABETH LETURGEY,f,f,2022-04-15,RES,COMPLETE,40.4564321259614,-79.9283629086514
1778942,PAA180596,RANKIN CHRISTIAN CENTER,230 3RD AVE,RANKIN,15104,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE 3RD FLOOR HALLWAY TILE,664,t,2018-10-17,2018-12-31,JOE YAKUBISIN,t,f,2018-12-31,PAA,COMPLETE,40.4121906221477,-79.8800788613258
1778943,PAA210031,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,1550,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 3RD FLOOR HVI AREA PIPE INSULATION/FITTINGS; FLOOR TILE/MASTIC AND FIRPROOFING,5300,t,2021-01-07,2021-12-30,JOE YAKUBISIN,t,f,2021-12-30,PAA,COMPLETE,40.4422470230786,-79.9609286975283
1778944,DEM220052,VACANT RESIDENCE,730  OHIO RIVER BLVD,AVALON,15202,0,912,"CARL FRANK INDUSTRIES, INC.",REMOVE 2ND FLOOR LINOLEUM & MASTIC,50,f,2022-03-23,2022-05-31,ELIZABETH LETURGEY,t,f,2022-05-31,DEM,COMPLETE,40.4975150927521,-80.0699522286408
1778945,PAA204169,1802 BLYTHEDALE ROAD,,ELIZABETH TOWNSHIP,15018,350,912,"CARL FRANK INDUSTRIES, INC.",REMOVE 2ND FLOOR; ROOM #2 FLOOR TILE AND EXTERIOR DOOR AND WINDOW CAULKING,297,f,2020-03-18,2020-10-18,JOE YAKUBISIN,t,f,2020-10-18,PAA,COMPLETE,40.2481218635088,-79.8025669467714
1778946,UND200078,COMMERCIAL/APARTMENT BUILDING,608  CALIFORNIA AVE,PITTSBURGH,15202,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE 3RD FLOOR CHIMNEY DUCT SEAM TAPE,1,f,2020-06-26,2020-06-26,JOE YAKUBISIN,t,f,2020-06-26,UND,COMPLETE,40.5015826332653,-80.0690066125082
1778947,PAA210340,PRESBYTERIAN HOSPITAL,200 LOTHROP ST,PITTSBURGH,15213,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 3RD FLOOR ELECTRICL CLOSETS FLOOR TILE; MASTIC  & PIPE INSULATION,76,t,2021-06-28,2021-12-30,JOE YAKUBISIN,t,f,2021-12-30,PAA,COMPLETE,40.4422470230786,-79.9609286975283
1778948,UND210107,COMMERCIAL PROPERTY - 20 CEDAR BOULEVARD,,PITTSBURGH,15221,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE 4 FITTINGS FROM SUITE 305,1,t,2021-10-25,2021-10-25,ELIZABETH LETURGEY,t,f,2021-10-25,UND,COMPLETE,40.4400002370282,-79.8982098503708
1778949,PAA214574,CITY OF PITTSBURGH CONTROLLED PROPERTY,1913  MT JOSEPH ST,PITTSBURGH,15210,350,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR DOO & WINDOW CAULKING AND EXTERIOR TRANSITE SIDING,362,f,2021-11-03,2021-11-15,JOE YAKUBISIN,t,f,2021-11-15,PAA,COMPLETE,40.3952028477862,-79.9896089801799
1778950,PAA234051,CITY OF MCKEESPORT REGULATED PROPERTY,811 SOLES STREET,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC","REMOVE EXTERIOR DOOR & WINDOW CAULKING, LIVING ROOM, 2ND FLOOR BATHROOM & HALLWAY AND KITCHEN & 2ND FLOOR MASTIC",1180,,2023-01-23,2024-01-23,JOE YAKUBISIN,t,,,PAA,COMPLETE,40.3486159813084,-79.8486356315495
1778951,DEM220053,VACANT RESIDENCE,128 KLEIN WAY,BRIDGEVILLE,15017,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR DOOR CAULKING,4,f,2022-03-30,2023-03-29,ELIZABETH LETURGEY,f,f,2023-03-29,DEM,COMPLETE,40.3588656889829,-80.117796541011
1778952,PAA214085,VACANT RESIDENTIAL,2521  WOODLAWN DR,MONROEVILLE,15146,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE EXTERIOR DOOR/WINDOW CAULKING; BEDROOM FLOOR TILE AND LINOLEUM KITCHENS; HALLWAY AND BATHROOMS,357,f,2021-02-23,2021-05-28,JOE YAKUBISIN,t,f,2021-05-28,PAA,COMPLETE,40.4016628629811,-79.8042762215561
1778953,PAA200147,RESIDENCE - 10 STRAUSS STREET,,PITTSBURGH,15212,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR FRONT FACE PANEL SIDING,400,f,2020-03-11,2021-03-11,JOE YAKUBISIN,t,f,2021-03-11,PAA,COMPLETE,40.483602079867,-80.0488610192284
1778954,PAA200148,RESIDENCE - 12 STRAUSS STREET,,PITTSBURGH,15212,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR FRONT FACE PANEL SIDING,400,f,2020-03-11,2021-03-11,JOE YAKUBISIN,t,f,2021-03-11,PAA,COMPLETE,40.483602079867,-80.0488610192284
1778955,PAA180657,KOPPERS PLANT CLAIRTON PA - AREA 30,300 N STATE ST,CLAIRTON,15025,850,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR GALBESTOS ROOFING AND ROOFING FROM MAP AREA 30 CONTAIINMENT BUILDING,23450,f,2018-11-20,2019-11-20,JOE YAKUBISIN,t,f,2019-11-20,PAA,COMPLETE,40.3078329752497,-79.8855657170386
1778956,PAA180654,KOPPERS PLANT CLAIRTON PA AREA 4,300 N STATE ST,CLAIRTON,15025,850,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR GALBESTOS; TRANSITE & PIPE IN MAP AREA 4,4635,f,2018-11-20,2019-11-20,JOE YAKUBISIN,t,f,2019-11-20,PAA,COMPLETE,40.3078329752497,-79.8855657170386
1778957,PAA210577,REGENT SQUARE THEATER,1035 S BRADDOCK AVE,PITTSBURGH,15218,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE EXTERIOR MAIN ENTRANCE DOOR CAULK; SIDE MECHANICAL ROOM FIBERBOARD; STAGE DUCT WRAP; MEN'S ROOM; WOMEN'S ROOD AND ENTRYWAY FLOOR TILE & MASTIC AND EXTERIOR OVERHANG TRANSITE CEILING TILE,667,t,2021-11-08,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.4334745380677,-79.8941427707735
1778958,DEM190277,VACANT RETAIL,6560  LIBRARY RD,SOUTH PARK,15129,0,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR MULTI-PANE WINDOW CAULKING & GLAZING AND EXTERIOR ROOF FLASHING FROM SIDE WALL OVERHANG,30,f,2019-10-18,2019-11-26,JOE YAKUBISIN,t,f,2019-11-26,DEM,COMPLETE,40.2865280204398,-80.023365762501
1778959,PAA220082,,51  BRIDGE ST,ETNA,15223,450,901,"ABMECH ACQUISITIONS, LLC",REMOVE EXTERIOR NORTH SIDE OF BUILDING TRANSITE,900,f,2022-02-15,2022-12-31,JOE YAKUBISIN,t,f,2022-12-31,PAA,COMPLETE,40.4974743147557,-79.9426497695812
1778960,PAA200404,PNC ONE PLAZA,300 5TH AVE,PITTSBURGH,15222,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE EXTERIOR OVERHANG FIREPROOFING,500,t,2020-08-26,2020-12-01,JOE YAKUBISIN,t,f,2020-12-01,PAA,COMPLETE,40.4405261905044,-80.0002903704474
1778961,PAA214479,PA TURNPIKE COMMISSION PROPERTY,174  COAL VALLEY RD,CLAIRTON,15025,1250,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR RED FAUX BRICK SIDING UNDER VINYL SIDING,3000,f,2021-09-10,2022-09-09,JOE YAKUBISIN,t,f,2022-09-09,PAA,COMPLETE,40.3182661502179,-79.906605962541
1778962,PAA210611,CMU PRESIDENT'S HOUSE,5120  HOLYROOD RD,PITTSBURGH,15213,450,901,"ABMECH ACQUISITIONS, LLC",REMOVE 3RD FLOOR STORAGE ROOM FLOOR TILE,800,f,2021-11-30,2022-01-30,SHANNON SANDBERG,t,f,2022-01-30,PAA,COMPLETE,40.44536331441,-79.9388900265533
1778963,PAA210190,ST MARGARET HOSPITAL; MEDICAL ARTS BUILDING 100,815 FREEPORT RD,PITTSBURGH,15215,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 3RD FLOOR SUITE 301 CC CARPET & FLOOR MASTIC,517,t,2021-04-23,2021-04-25,JOE YAKUBISIN,t,f,2021-04-25,PAA,COMPLETE,40.4891554087612,-79.8955063177289
1778964,PAA220150,VACANT STRUCTURE,5428 WALNUT ST,PITTSBURGH,15232,1250,905,"BLT CONTRACTING, INC.",REMOVE 3RD FLOOR VAT/MASTIC & PANEL ADHESIVE,2150,f,2022-03-30,2023-03-01,JOE YAKUBISIN,t,f,2023-03-01,PAA,COMPLETE,40.4508290154515,-79.9343780347021
1778965,PAA200319,WEST PENN HOSPITAL EAST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224,200,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE 4TH FLOOR FLOOR TILE AND MASTIC,190,t,2020-07-01,2020-12-30,JOE YAKUBISIN,t,f,2020-12-30,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1778966,UND220010,TOWNE CENTRE OFFICE BUILDING,1789 S BRADDOCK AVE,PITTSBURGH,15218,0,971,"TRIFECTA TEAM, LLC",REMOVE 4TH FLOOR METRO FAMILY PRACTICES GLUE PUCKS,4,t,2022-02-22,2022-02-23,CALI FEENEY,t,f,2022-02-23,UND,COMPLETE,40.4243742087061,-79.8873199460689
1778967,PAA200110,AHN MELLON PAVILLION,4800 FRIENDSHIP AVE,PITTSBURGH,15224,1250,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 4TH FLOOR SURGICAL STORAGE ROOM FLOOR TILE AND MASTIC,2500,t,2020-02-24,2020-05-30,JOE YAKUBISIN,t,f,2020-05-30,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1778968,PAA220490,SCAIFE HALL UOP SCHOOL OF MEDICINE,3550 TERRACE ST,PITTSBURGH,15261,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE 6TH FLOOR CORRIDOR FLOOR MASTIC,875,t,2022-10-24,2022-12-30,JOE YAKUBISIN,t,f,2022-12-30,PAA,COMPLETE,40.4425805203367,-79.9617920984077
1778969,PAA170645,675 GLASS RUN ROAD - PITTSBURGH PA 15236,,PITTSBURGH,15236,450,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE 1ST FLOOR FORMER POOL ROOM (GREY) & REAR HALLWAY (GREEN),675,f,2017-12-04,2017-12-10,JOE YAKUBISIN,t,f,2017-12-10,PAA,COMPLETE,40.3490702946423,-79.9735542694596
1778970,PAA214065,FRMR OAKMONT GAS STATION - 407 ALLEGHENY AVE,,OAKMONT,15139,200,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE FLOOR TILE ADHESIVE IN CUSTOMER/CASHIER AREA AND EXTERIOR CAULKING,246,f,2021-02-11,2021-03-31,JOE YAKUBISIN,t,f,2021-03-31,PAA,COMPLETE,40.5164388939539,-79.8488267496491
1778971,PAA180370,AHN-JEFFERSON HOSPITAL,565 COAL VALLEY RD,JEFFERSON HILLS,15025,450,929,"NOVA ENVIRONMENTAL SERVICES, INC.",REMOVE FLOOR TILE AND BLACK MASTIC IN THE CORRIDOR TO THE KITCHEN,450,t,2018-06-09,2018-12-11,DON HORGAN,t,f,2018-12-11,PAA,COMPLETE,40.3179030628942,-79.9336525202663
1778972,PAA190065,ON PNC PLAZA A LEVEL UPS ROOM,225  5TH AVE,PITTSBURGH,15222,850,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR TILE AND MASTIC,1000,t,2019-01-17,2019-12-28,JOE YAKUBISIN,t,f,2019-12-28,PAA,COMPLETE,40.4411950201614,-80.0011049865767
1778973,UND210096,ABANDONDED COMMERCIAL BUILDING,903  5TH AVE,MCKEESPORT,15132,0,924,HUNT VALLEY ENVIRONMENTAL,REMOVE FLOOR TILE AND MASTIC,3,f,2021-10-18,2021-12-31,CALI FEENEY,t,f,2021-12-31,UND,COMPLETE,40.3519520337374,-79.8554704306066
1778974,PAA200188,KOPPERS BUILDING - 4TH FLOOR,436 7TH AVE,PITTSBURGH,15219,1850,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE AND MASTIC,10872,t,2020-04-01,2020-07-03,JOE YAKUBISIN,t,f,2020-07-03,PAA,COMPLETE,40.4421151693961,-79.9955679918911
1778975,PAA220283,PITTSBURGH INSTITUTE OF AERONAUTICS,5 ALLEGHENY COUNTY AIRPORT,WEST MIFFLIN,15122,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE AND MASTIC AND FILE CABINET INSULATION IN BOOKSTORE OFFICE,332,t,2022-06-22,2022-09-02,JOE YAKUBISIN,t,f,2022-09-02,PAA,COMPLETE,40.3511876611651,-79.9265762551837
1778976,PAA190151,GATEWAY CENTER 2,603 STANWIX ST,PITTSBURGH,15222,450,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR TILE AND MASTIC FROM 14TH FLOOR EAST/OFFICES 1401 & 1411,1050,t,2019-03-20,2019-04-30,JOE YAKUBISIN,t,f,2019-04-30,PAA,COMPLETE,40.4422341420667,-80.0045902640842
1778977,PAA200402,CIBRE FAC 525,525  WILLIAM PENN PL,PITTSBURGH,15219,1550,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE FLOOR TILE AND MASTIC FROM 17TH FLOOR,4750,t,2020-08-24,2020-11-30,JOE YAKUBISIN,t,f,2020-11-30,PAA,COMPLETE,40.4402016195189,-79.9977400244851
1778978,PAA220029,FORMER HOLIDAY PARK/REGENCY SCHOOL,4795 HAVANA DR,PLUM,15239,1250,971,"TRIFECTA TEAM, LLC",REMOVE FLOOR TILE AND MASTIC FROM 1ST & 2ND FLOORS AND PIPE FITTINGS INVARIOUS AREAS,3750,t,2022-01-10,2022-10-10,JOE YAKUBISIN,f,f,2022-10-10,PAA,EXPIRED,40.4796839007028,-79.7084941379745
1778979,PAA190363,PITTSBURGH GGRANDVIEW PREK-5,845 MCLAIN ST,PITTSBURGH,15210,1850,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE AND MASTIC FROM 1ST & 2ND FLOORS AND STAIR TREAD MASTIC FROM STAIRS 1 & 2,17656,t,2019-06-17,2019-07-28,JOE YAKUBISIN,t,f,2019-07-28,PAA,COMPLETE,40.424496157953,-79.9928129070972
1778980,PAA190739,MAGEE WOMENS HOSPITAL?,300 HALKET ST,PITTSBURGH,15213,200,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE EXTERIOR ROOF CANOPY FLASHING,160,t,2019-11-25,2020-11-23,JOE YAKUBISIN,t,f,2019-12-30,PAA,COMPLETE,40.4369746546783,-79.960823450374
1778981,PAA190575,PENN DRILL MANUFACTURING,500  THOMPSON AVE,MCKEES ROCKS,15136,1850,959,"HOWLAND COMPANY, LLC",REMOVE EXTERIOR ROOF MATERIALS FROM SECTIONS 1; 2 & 3,17884,t,2019-08-26,2019-10-31,JOE YAKUBISIN,t,t,2019-09-19,PAA,COMPLETE,40.4628453150879,-80.0725778840953
1778982,PAA214283,1214-1218 KUNKLE WAY,1214 KUNKLE AVE,PITTSBURGH,15212,850,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR ROOFING MATERIAL,1900,f,2021-05-19,2022-05-19,JOE YAKUBISIN,t,f,2022-05-19,PAA,COMPLETE,,
1778983,DEM190228,MCCONWAY & TORLEY,109 48TH ST,PITTSBURGH,15201,0,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR ROOFING MATERIAL FROM MAIN ROOF,72,f,2019-07-15,2019-07-15,JOE YAKUBISIN,t,f,2019-07-15,DEM,COMPLETE,40.4789728715286,-79.9607942317182
1778984,PAA180653,KOPPERS PLANT CLAIRTON PA - AREA 9,300 N STATE ST,CLAIRTON,15025,450,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR ROOFING MATERIAL FROM MAP ARE 9 SEWAGE STATION,250,f,2018-11-20,2019-11-20,JOE YAKUBISIN,t,f,2019-11-20,PAA,COMPLETE,40.3078329752497,-79.8855657170386
1778985,PAA194746,SILKY'S CROWS NEST - 19TH & RIVER ROAD,,PITTSBURGH,15215,1850,940,"SPECTRUM ENVIRONMENTAL, LLC",REMOVE EXTERIOR ROOFING ON MAIN ROOF AND UNDER SW DECK; FLOOR TILE FROM HVAC ROOM; MIRROR MASTIC FROM 1ST FL EAST BAR AND GROUND FL NEXT TO HVAC ROOM AND WALL/PANEL GLUE FROM WALK IN FREEZER  AND 1ST FL KITCHEN,12910,f,2019-11-28,2020-04-30,JOE YAKUBISIN,t,f,2020-04-30,PAA,COMPLETE,40.4871518304743,-79.8965075651403
1778986,PAA204204,VACANT RESIDENCE,1006  EVANS AVE,MCKEESPORT,15132,350,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR SIDING,300,f,2020-04-07,2020-05-31,JOE YAKUBISIN,t,f,2020-05-31,PAA,COMPLETE,40.3470322647764,-79.849386003312
1778987,DEM210183,CITY OF PITTSBURGH CONTROLLED PROPERTY,417  LAUGHLIN AVE,PITTSBURGH,15210,0,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR SIDING CAULK AND EXTERIOR WINDOW GLAZE,32,f,2021-10-29,2021-12-01,CALI FEENEY,t,f,2021-12-01,DEM,COMPLETE,40.4055832096481,-79.98059824834
1778988,PAA170672,SHENANGO COKE PLANT BOOSTER,200 NEVILLE RD,NEVILLE,15225,850,943,PRECISION ENVIRONMENTAL COMPANY,REMOVE EXTERIOR SIDING COATING & TRANSITE THROUGHOUT BUILDING,4950,f,2017-12-18,2018-02-28,JOE YAKUBISIN,t,f,2018-02-28,PAA,COMPLETE,40.4942377251384,-80.0809510160549
1778989,PAA190589,RESIDENTIAL PROJECT,515  JACKSONIA ST,PITTSBURGH,15212,1250,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR SIDING ON REAR OF BUILDING,2870,f,2019-08-23,2020-08-23,JOE YAKUBISIN,t,f,2020-08-23,PAA,COMPLETE,40.4572293537752,-80.0126466110163
1778990,PAA194281,VACANT RESIDENCE,915  LARIMER AVE,TURTLE CREEK,15145,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE EXTERIOR TRANSITE PANELS; SHEET FLOORING FROM 1ST FLOOR KITCHEN AND EXTERIOR WINDOW CAULKING,1624,f,2019-05-21,2019-07-26,JOE YAKUBISIN,t,f,2019-07-26,PAA,COMPLETE,40.4202063345333,-79.8179540839353
1778991,PAA194286,CONTROLLED CITY RESIDENTIAL PROPERTY,344  BOGGS AVE,PITTSBURGH,15211,350,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR TRANSITE SIDING,2750,f,2019-05-17,2019-05-25,JOE YAKUBISIN,t,f,2019-05-25,PAA,COMPLETE,40.4245684009875,-80.008945459993
1778992,PAA194287,CITY CONTROLLED RESIDENTIAL PROPERTY,303  CURTIN AVE,PITTSBURGH,15210,350,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR TRANSITE SIDING,2750,f,2019-05-17,2019-08-06,JOE YAKUBISIN,t,f,2019-08-06,PAA,COMPLETE,40.4198855660192,-79.9988612342096
1778993,PAA224223,SHALER TOWNSHIP REGULATED PROPERTY,413  IRENE ST,SHALER,15223,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR TRANSITE SIDING,2000,f,2022-05-24,2023-05-23,JOE YAKUBISIN,f,f,2023-05-23,PAA,EXPIRED,40.5106801729636,-79.9587445200734
1778994,PAA224557,CITY OF MCKEESPORT REGULATED PROPERTY,1614  BEAVER ST,MCKEESPORT,15132,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR TRANSITE SIDING,2000,f,2022-11-28,2023-11-27,JOE YAKUBISIN,t,f,2023-11-27,PAA,COMPLETE,40.3418537869061,-79.8553925717606
1778995,PAA220244,SHERIDEN PARK DEVELOPMENT BLDG 6,3617  ALLENDALE CIR,PITTSBURGH,15204,1250,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE EXTERIOR TRANSITE SIDING FROM 3617; 3619; 3621; 3623; 3625 & 3627 ALLENDALE CIRCLE,2160,t,2022-06-01,2022-09-02,JOE YAKUBISIN,t,f,2022-09-02,PAA,COMPLETE,40.4599632707286,-80.0645236874816
1778996,RES210049,RESIDENCE,130 W LYNDHURST DR,PITTSBURGH,15206,0,922,"HEALTHY ENVIRONMENTS, LLC",REMOVE EXTERIOR TRANSITE SIDING PANELS ON DORMERS,100,t,2021-06-07,2021-06-07,ELIZABETH LETURGEY,t,f,2021-06-07,RES,COMPLETE,40.4510460950434,-79.9187168005075
